country,category,indicator,response,category_id,indicator_id
Sao Tome and Principe,Data reporting & use,Has the country performed a burden of disease analysis?,No,8,36
Sao Tome and Principe,Data reporting & use,What year was it performed?,No,8,37
Sao Tome and Principe,Data reporting & use,What was the estimated burden?,No,8,38
Sao Tome and Principe,Data reporting & use,Was it published? If yes provide link,No,8,39
Sao Tome and Principe,Vaccination,Does the country have a formal seasonal influenza vaccination policy?,No,9,40
Sao Tome and Principe,Vaccination,Has seasonal influenza vaccine been introduced in the public sector? Year introduced;,No response,9,41
Sao Tome and Principe,Vaccination,Has seasonal influenza vaccine been introduced in the private sector?,No response,9,42
Sao Tome and Principe,Vaccination,What are the recommended risk groups for influenza vaccine?,No response,9,43
Sao Tome and Principe,Vaccination,Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?,No response,9,44
Sao Tome and Principe,Pandemic preparedness and response,Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?,In progress,10,45
Sao Tome and Principe,Pandemic preparedness and response,Year plan Last updated,Draft (2024),10,46
Sao Tome and Principe,Pandemic preparedness and response,Does the country have another pandemic preparedness plan available?,No response,10,47
Sao Tome and Principe,Pandemic preparedness and response,Influenza specific,No response,10,48
Sao Tome and Principe,Pandemic preparedness and response,COVID-19 specific,No response,10,49
Sao Tome and Principe,Pandemic preparedness and response,All Hazards,No response,10,50
Sao Tome and Principe,Pandemic preparedness and response,Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?,No,10,51
Sao Tome and Principe,Pandemic preparedness and response,Year simulation conducted,No,10,52
Sao Tome and Principe,Pandemic preparedness and response,Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine,N/A,10,53
Sao Tome and Principe,Integration of Influenza surveillance and SARS-CoV-2,Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?,No,11,54
Sao Tome and Principe,Integration of Influenza surveillance and SARS-CoV-2,Does the country report SARS-CoV-2 results to the Flu Net?,No,11,26
Sao Tome and Principe,Zoonotic Influenza surveillance,Does the country perform surveillance activities at the human-animal interface?,Yes,12,56
Sao Tome and Principe,Zoonotic Influenza surveillance,Has the country performed joint risk assessment?,No,12,57
Sao Tome and Principe,Zoonotic Influenza surveillance,"If yes, when",No,12,58
Sao Tome and Principe,Zoonotic Influenza surveillance,"Has the country held an IHR (International Health
Regulations) / PVS (Performance of Veterinary Services) national bridging workshop for influenza?",No,12,17
Senegal,Population and Economy,Population,18077573,1,1
Senegal,Population and Economy,Total Health Expenditure,4.35,1,2
Senegal,Population and Economy,Life expectancy,68,1,3
Senegal,Mortality per 100 000 population,All cause/all ages,1025.5,2,4
Senegal,Mortality per 1000 live births,All cause/under 5 years,37,3,5
Senegal,Influenza like Illness (ILI) Surveillance,Type of ILI surveillance,Sentinel,4,6
Senegal,Influenza like Illness (ILI) Surveillance,Surveillance case definition used for ILI case ascertainment.,WHO 2014,4,7
Senegal,Influenza like Illness (ILI) Surveillance,Is laboratory confirmation sought for ILI sentinel surveillance,Yes,4,8
Senegal,Influenza like Illness (ILI) Surveillance,Numbers of ILI sentinel surveillance sites,28,4,9
Senegal,Severe acute respiratory infection (SARI) surveillance,Type of SARI surveillance,Sentinel,5,10
Senegal,Severe acute respiratory infection (SARI) surveillance,Sentinel sites involved in SARI surveillance.,Hospital,5,11
Senegal,Severe acute respiratory infection (SARI) surveillance,Surveillance case definition used for SARI case ascertainment.,WHO 2014,5,12
Senegal,Severe acute respiratory infection (SARI) surveillance,Is laboratory confirmation sought for SARI sentinel surveillance,Yes,5,13
Senegal,Severe acute respiratory infection (SARI) surveillance,Number of SARI sentinel surveillance sites,7,5,14
Senegal,Severe acute respiratory infection (SARI) surveillance,Is there timely all-cause mortality data available in the country?,Yes,5,15
Senegal,Virological surveillance,Type of virological surveillance,Sentinel,6,16
Senegal,Virological surveillance,Average number of virological samples processed per week (2024),113,6,32
Senegal,Virological surveillance,Does the country have RT-PCR capacity?,Yes,6,18
Senegal,Virological surveillance,Does the country have genomic sequencing capacity?,Yes,6,19
Senegal,Virological surveillance,Does the country test for other respiratory viruses?,Yes,6,20
Senegal,Virological surveillance,Does the country have a designated National Influenza Centre (NIC),Yes,6,21
Senegal,Virological surveillance,Does the country have a designated National Influenza reference laboratory?,Yes,6,22
Senegal,Virological surveillance,Does the laboratory participate in the External Quality Assurance Panel (EQAP)?,Yes,6,23
Senegal,Virological surveillance,RT-PCR,Yes,6,24
Senegal,Virological surveillance,Virus Isolation capacity,Yes,6,25
Senegal,Virological surveillance,Antiviral susceptibility testing capability,Yes,6,65
Senegal,Virological surveillance,Sequencing capacity,Yes,6,66
Senegal,Virological surveillance,Does the country forward samples to a WHO CC?,Yes,6,28
Senegal,Data reporting & use,Are epidemiological and virological sentinel surveillance datasets integrated?,Yes,8,34
Senegal,Data reporting & use,Does the country report to the FluID?,Yes,8,31
Senegal,Data reporting & use,Reporting consistency (2023-2024),1,8,61
Senegal,Data reporting & use,Does the country report to the FluNet?,Yes,8,33
Senegal,Data reporting & use,Does the country use the PISA tool to assess the severity of seasonal influenza?,No,8,35
Senegal,Data reporting & use,Has the country performed a burden of disease analysis?,In progress,8,36
Senegal,Data reporting & use,What year was it performed?,No,8,37
Senegal,Data reporting & use,What was the estimated burden?,No,8,38
Senegal,Data reporting & use,Was it published? If yes provide link,No,8,39
Senegal,Vaccination,Does the country have a formal seasonal influenza vaccination policy?,No,9,40
Senegal,Vaccination,Has seasonal influenza vaccine been introduced in the public sector? Year introduced;,No response,9,41
Senegal,Vaccination,Has seasonal influenza vaccine been introduced in the private sector?,No response,9,42
Senegal,Vaccination,What are the recommended risk groups for influenza vaccine?,No response,9,43
Senegal,Vaccination,Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?,No response,9,44
Senegal,Pandemic preparedness and response,Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?,No,10,45
Senegal,Pandemic preparedness and response,Year plan Last updated,N/a,10,46
Senegal,Pandemic preparedness and response,Does the country have another pandemic preparedness plan available?,Yes,10,47
Senegal,Pandemic preparedness and response,Influenza specific,Yes 2010,10,48
Senegal,Pandemic preparedness and response,COVID-19 specific,No response,10,49
Senegal,Pandemic preparedness and response,All Hazards,No response,10,50
Senegal,Pandemic preparedness and response,Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?,No response,10,51
Senegal,Pandemic preparedness and response,Year simulation conducted,No response,10,52
Senegal,Pandemic preparedness and response,Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine,No,10,53
Senegal,Integration of Influenza surveillance and SARS-CoV-2,Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?,Yes,11,54
Senegal,Integration of Influenza surveillance and SARS-CoV-2,Does the country report SARS-CoV-2 results to the Flu Net?,Yes,11,26
Senegal,Zoonotic Influenza surveillance,Does the country perform surveillance activities at the human-animal interface?,Yes,12,56
Senegal,Zoonotic Influenza surveillance,Has the country performed joint risk assessment?,Yes,12,57
Senegal,Zoonotic Influenza surveillance,"If yes, when",2021,12,58
Senegal,Zoonotic Influenza surveillance,"Has the country held an IHR (International Health
Regulations) / PVS (Performance of Veterinary Services) national bridging workshop for influenza?",Yes,12,17
Seychelles,Population and Economy,Population,119773,1,1
Seychelles,Population and Economy,Total Health Expenditure,5.26,1,2
Seychelles,Population and Economy,Life expectancy,74,1,3
Seychelles,Mortality per 100 000 population,All cause/all ages,711.2,2,4
Seychelles,Mortality per 1000 live births,All cause/under 5 years,14.5,3,5
Seychelles,Influenza like Illness (ILI) Surveillance,Type of ILI surveillance,Sentinel,4,6
Seychelles,Influenza like Illness (ILI) Surveillance,Surveillance case definition used for ILI case ascertainment.,IDSR 3rd Edition,4,7
Seychelles,Influenza like Illness (ILI) Surveillance,Is laboratory confirmation sought for ILI sentinel surveillance,Yes,4,8
Seychelles,Influenza like Illness (ILI) Surveillance,Numbers of ILI sentinel surveillance sites,6,4,9
Seychelles,Severe acute respiratory infection (SARI) surveillance,Type of SARI surveillance,Sentinel,5,10
Seychelles,Severe acute respiratory infection (SARI) surveillance,Sentinel sites involved in SARI surveillance.,Hospital,5,11
Seychelles,Severe acute respiratory infection (SARI) surveillance,Surveillance case definition used for SARI case ascertainment.,IDSR 3rd Edition,5,12
Seychelles,Severe acute respiratory infection (SARI) surveillance,Is laboratory confirmation sought for SARI sentinel surveillance,No,5,13
Seychelles,Severe acute respiratory infection (SARI) surveillance,Number of SARI sentinel surveillance sites,1,5,14
Seychelles,Severe acute respiratory infection (SARI) surveillance,Is there timely all-cause mortality data available in the country?,No response,5,15
Seychelles,Virological surveillance,Type of virological surveillance,Sentinel,6,16
Seychelles,Virological surveillance,Does the country have RT-PCR capacity?,Yes,6,18
Seychelles,Virological surveillance,Does the country test for other respiratory viruses?,Yes,6,20
Seychelles,Virological surveillance,Does the country have a designated National Influenza Centre (NIC),No,6,21
Seychelles,Virological surveillance,Does the country have a designated National Influenza reference laboratory?,Yes,6,22
Seychelles,Virological surveillance,Does the laboratory participate in the External Quality Assurance Panel (EQAP)?,Yes,6,23
Seychelles,Virological surveillance,RT-PCR,Yes,6,24
Seychelles,Virological surveillance,Virus Isolation capacity,No,6,25
Seychelles,Virological surveillance,Antiviral susceptibility testing capability,No,6,65
Seychelles,Virological surveillance,Sequencing capacity,No,6,66
Seychelles,Virological surveillance,Does the country forward samples to a WHO CC?,No,6,28
Seychelles,Data reporting & use,Are epidemiological and virological sentinel surveillance datasets integrated?,No,8,34
Seychelles,Data reporting & use,Does the country report to the FluID?,No,8,31
Seychelles,Data reporting & use,Reporting consistency (2023-2024),1,8,61
Seychelles,Data reporting & use,Does the country report to the FluNet?,Yes,8,33
Seychelles,Data reporting & use,Does the country use the PISA tool to assess the severity of seasonal influenza?,No,8,35
Seychelles,Data reporting & use,Has the country performed a burden of disease analysis?,N/A,8,36
Seychelles,Data reporting & use,What year was it performed?,N/A,8,37
Seychelles,Data reporting & use,What was the estimated burden?,N/A,8,38
Seychelles,Data reporting & use,Was it published? If yes provide link,N/A,8,39
Seychelles,Vaccination,Does the country have a formal seasonal influenza vaccination policy?,No,9,40
Seychelles,Vaccination,Has seasonal influenza vaccine been introduced in the public sector? Year introduced;,No response,9,41
Seychelles,Vaccination,Has seasonal influenza vaccine been introduced in the private sector?,No response,9,42
Seychelles,Vaccination,What are the recommended risk groups for influenza vaccine?,No response,9,43
Seychelles,Vaccination,Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?,No response,9,44
Seychelles,Pandemic preparedness and response,Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?,No,10,45
Seychelles,Pandemic preparedness and response,Year plan Last updated,N/A,10,46
Seychelles,Pandemic preparedness and response,Does the country have another pandemic preparedness plan available?,No response,10,47
Seychelles,Pandemic preparedness and response,Influenza specific,No response,10,48
Seychelles,Pandemic preparedness and response,COVID-19 specific,No response,10,49
Seychelles,Pandemic preparedness and response,All Hazards,No response,10,50
Seychelles,Pandemic preparedness and response,Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?,No,10,51
Seychelles,Pandemic preparedness and response,Year simulation conducted,No,10,52
Seychelles,Pandemic preparedness and response,Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine,No,10,53
Seychelles,Integration of Influenza surveillance and SARS-CoV-2,Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?,Yes,11,54
Seychelles,Integration of Influenza surveillance and SARS-CoV-2,Does the country report SARS-CoV-2 results to the Flu Net?,No,11,26
Seychelles,Zoonotic Influenza surveillance,Does the country perform surveillance activities at the human-animal interface?,Yes,12,56
Seychelles,Zoonotic Influenza surveillance,Has the country performed joint risk assessment?,No,12,57
Seychelles,Zoonotic Influenza surveillance,"If yes, when",No,12,58
Seychelles,Zoonotic Influenza surveillance,"Has the country held an IHR (International Health
Regulations) / PVS (Performance of Veterinary Services) national bridging workshop for influenza?",No,12,17
Sierra Leone,Population and Economy,Population,8460512,1,1
Sierra Leone,Population and Economy,Total Health Expenditure,8.55,1,2
Sierra Leone,Population and Economy,Life expectancy,60,1,3
Sierra Leone,Mortality per 100 000 population,All cause/all ages,1214.5,2,4
Sierra Leone,Mortality per 1000 live births,All cause/under 5 years,100.8,3,5
Sierra Leone,Influenza like Illness (ILI) Surveillance,Type of ILI surveillance,Sentinel,4,6
Sierra Leone,Influenza like Illness (ILI) Surveillance,Surveillance case definition used for ILI case ascertainment.,IDSR 3rd Edition,4,7
Sierra Leone,Influenza like Illness (ILI) Surveillance,Is laboratory confirmation sought for ILI sentinel surveillance,Yes,4,8
Sierra Leone,Influenza like Illness (ILI) Surveillance,Numbers of ILI sentinel surveillance sites,10,4,9
Sierra Leone,Severe acute respiratory infection (SARI) surveillance,Type of SARI surveillance,Sentinel,5,10
Sierra Leone,Severe acute respiratory infection (SARI) surveillance,Sentinel sites involved in SARI surveillance.,Hospital,5,11
Sierra Leone,Severe acute respiratory infection (SARI) surveillance,Surveillance case definition used for SARI case ascertainment.,IDSR 3rd Edition,5,12
Sierra Leone,Severe acute respiratory infection (SARI) surveillance,Is laboratory confirmation sought for SARI sentinel surveillance,No,5,13
Sierra Leone,Severe acute respiratory infection (SARI) surveillance,Number of SARI sentinel surveillance sites,9,5,14
Sierra Leone,Severe acute respiratory infection (SARI) surveillance,Is there timely all-cause mortality data available in the country?,Yes,5,15
Sierra Leone,Virological surveillance,Type of virological surveillance,Sentinel,6,16
Sierra Leone,Virological surveillance,Average number of virological samples processed per week (2024),5,6,32
Sierra Leone,Virological surveillance,Does the country have RT-PCR capacity?,Yes,6,18
Sierra Leone,Virological surveillance,Does the country have genomic sequencing capacity?,Yes,6,19
Sierra Leone,Virological surveillance,Does the country test for other respiratory viruses?,Yes,6,20
Sierra Leone,Virological surveillance,Does the country have a designated National Influenza Centre (NIC),No,6,21
Sierra Leone,Virological surveillance,Does the country have a designated National Influenza reference laboratory?,Yes,6,22
Sierra Leone,Virological surveillance,Does the laboratory participate in the External Quality Assurance Panel (EQAP)?,Yes,6,23
Sierra Leone,Virological surveillance,RT-PCR,Yes,6,24
Sierra Leone,Virological surveillance,Virus Isolation capacity,No,6,25
Sierra Leone,Virological surveillance,Antiviral susceptibility testing capability,No,6,65
Sierra Leone,Virological surveillance,Sequencing capacity,No,6,66
Sierra Leone,Virological surveillance,Does the country forward samples to a WHO CC?,No,6,28
Sierra Leone,Data reporting & use,Are epidemiological and virological sentinel surveillance datasets integrated?,No,8,34
Sierra Leone,Data reporting & use,Does the country report to the FluID?,No,8,31
Sierra Leone,Data reporting & use,Reporting consistency (2023-2024),0.99,8,61
Sierra Leone,Data reporting & use,Does the country report to the FluNet?,Yes,8,33
Sierra Leone,Data reporting & use,Does the country use the PISA tool to assess the severity of seasonal influenza?,No,8,35
Sierra Leone,Data reporting & use,Has the country performed a burden of disease analysis?,No,8,36
Sierra Leone,Data reporting & use,What year was it performed?,No,8,37
Sierra Leone,Data reporting & use,What was the estimated burden?,No,8,38
Sierra Leone,Data reporting & use,Was it published? If yes provide link,No,8,39
Sierra Leone,Vaccination,Does the country have a formal seasonal influenza vaccination policy?,No,9,40
Sierra Leone,Vaccination,Has seasonal influenza vaccine been introduced in the public sector? Year introduced;,No,9,41
Sierra Leone,Vaccination,Has seasonal influenza vaccine been introduced in the private sector?,No response,9,42
Sierra Leone,Vaccination,What are the recommended risk groups for influenza vaccine?,No response,9,43
Sierra Leone,Vaccination,Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?,No response,9,44
Sierra Leone,Pandemic preparedness and response,Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?,No,10,45
Sierra Leone,Pandemic preparedness and response,Year plan Last updated,No,10,46
Sierra Leone,Pandemic preparedness and response,Does the country have another pandemic preparedness plan available?,Yes,10,47
Sierra Leone,Pandemic preparedness and response,Influenza specific,Yes 2019,10,48
Sierra Leone,Pandemic preparedness and response,COVID-19 specific,Yes 2020,10,49
Sierra Leone,Pandemic preparedness and response,All Hazards,Yes 2019,10,50
Sierra Leone,Pandemic preparedness and response,Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?,No,10,51
Sierra Leone,Pandemic preparedness and response,Year simulation conducted,No,10,52
Sierra Leone,Pandemic preparedness and response,Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine,No,10,53
Sierra Leone,Integration of Influenza surveillance and SARS-CoV-2,Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?,Yes,11,54
Sierra Leone,Integration of Influenza surveillance and SARS-CoV-2,Does the country report SARS-CoV-2 results to the Flu Net?,Yes,11,26
Sierra Leone,Zoonotic Influenza surveillance,Does the country perform surveillance activities at the human-animal interface?,Yes,12,56
Sierra Leone,Zoonotic Influenza surveillance,Has the country performed joint risk assessment?,Yes,12,57
Sierra Leone,Zoonotic Influenza surveillance,"If yes, when",2021,12,58
Sierra Leone,Zoonotic Influenza surveillance,"Has the country held an IHR (International Health
Regulations) / PVS (Performance of Veterinary Services) national bridging workshop for influenza?",Yes,12,17
South Africa,Population and Economy,Population,63212384,1,1
South Africa,Population and Economy,Total Health Expenditure,8.27,1,2
South Africa,Population and Economy,Life expectancy,61,1,3
South Africa,Mortality per 100 000 population,All cause/all ages,1441.7,2,4
South Africa,Mortality per 1000 live births,All cause/under 5 years,34.5,3,5
South Africa,Influenza like Illness (ILI) Surveillance,Type of ILI surveillance,Sentinel,4,6
South Africa,Influenza like Illness (ILI) Surveillance,Surveillance case definition used for ILI case ascertainment.,WHO 2014,4,7
South Africa,Influenza like Illness (ILI) Surveillance,Is laboratory confirmation sought for ILI sentinel surveillance,Yes,4,8
South Africa,Influenza like Illness (ILI) Surveillance,Numbers of ILI sentinel surveillance sites,6,4,9
South Africa,Severe acute respiratory infection (SARI) surveillance,Type of SARI surveillance,Sentinel,5,10
South Africa,Severe acute respiratory infection (SARI) surveillance,Sentinel sites involved in SARI surveillance.,Hospital,5,11
South Africa,Severe acute respiratory infection (SARI) surveillance,Surveillance case definition used for SARI case ascertainment.,WHO 2014,5,12
South Africa,Severe acute respiratory infection (SARI) surveillance,Is laboratory confirmation sought for SARI sentinel surveillance,Yes,5,13
South Africa,Severe acute respiratory infection (SARI) surveillance,Number of SARI sentinel surveillance sites,15,5,14
South Africa,Severe acute respiratory infection (SARI) surveillance,Is there timely all-cause mortality data available in the country?,Yes,5,15
South Africa,Virological surveillance,Type of virological surveillance,Sentinel,6,16
South Africa,Virological surveillance,Average number of virological samples processed per week (2024),148,6,32
South Africa,Virological surveillance,Does the country have RT-PCR capacity?,Yes,6,18
South Africa,Virological surveillance,Does the country have genomic sequencing capacity?,Yes,6,19
South Africa,Virological surveillance,Does the country test for other respiratory viruses?,Yes,6,20
South Africa,Virological surveillance,Does the country have a designated National Influenza Centre (NIC),Yes,6,21
South Africa,Virological surveillance,Does the country have a designated National Influenza reference laboratory?,Yes,6,22
South Africa,Virological surveillance,Does the laboratory participate in the External Quality Assurance Panel (EQAP)?,Yes,6,23
South Africa,Virological surveillance,RT-PCR,Yes,6,24
South Africa,Virological surveillance,Virus Isolation capacity,Yes,6,25
South Africa,Virological surveillance,Antiviral susceptibility testing capability,Yes,6,65
South Africa,Virological surveillance,Sequencing capacity,Yes,6,66
South Africa,Data reporting & use,Are epidemiological and virological sentinel surveillance datasets integrated?,Yes,8,34
South Africa,Data reporting & use,Does the country share virus isolate and clinical specimens with WHO CC,Yes,8,30
South Africa,Data reporting & use,Does the country report to the FluID?,Yes,8,31
South Africa,Data reporting & use,Reporting consistency (2023-2024),1,8,61
South Africa,Data reporting & use,Does the country report to the FluNet?,Yes,8,33
South Africa,Data reporting & use,Does the country use the PISA tool to assess the severity of seasonal influenza?,Yes,8,35
South Africa,Data reporting & use,Has the country performed a burden of disease analysis?,Yes,8,36
South Africa,Data reporting & use,Was it published? If yes provide link,"https://pmc.ncbi.nlm.nih.gov/articles/PMC6692552/
https://www.sciencedirect.com/science/article/abs/pii/S0264410X20305399",8,39
South Africa,Vaccination,Does the country have a formal seasonal influenza vaccination policy?,Yes,9,40
South Africa,Vaccination,Has seasonal influenza vaccine been introduced in the public sector? Year introduced;,Yes,9,41
South Africa,Vaccination,Has seasonal influenza vaccine been introduced in the private sector?,Yes,9,42
South Africa,Vaccination,What are the recommended risk groups for influenza vaccine?,"HCW
People with chronic conditions
Older adults
Pregnant woman",9,43
South Africa,Vaccination,Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?,Southern Hemisphere,9,44
South Africa,Pandemic preparedness and response,Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?,Yes,10,45
South Africa,Pandemic preparedness and response,Year plan Last updated,2024,10,46
South Africa,Pandemic preparedness and response,Influenza specific,Yes,10,48
South Africa,Pandemic preparedness and response,COVID-19 specific,Yes,10,49
South Africa,Pandemic preparedness and response,Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?,Yes,10,51
South Africa,Pandemic preparedness and response,Year simulation conducted,2024,10,52
South Africa,Pandemic preparedness and response,Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine,No,10,53
South Africa,Integration of Influenza surveillance and SARS-CoV-2,Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?,Yes,11,54
South Africa,Integration of Influenza surveillance and SARS-CoV-2,Does the country report SARS-CoV-2 results to the Flu Net?,Yes,11,26
South Africa,Zoonotic Influenza surveillance,Does the country perform surveillance activities at the human-animal interface?,Yes,12,56
South Africa,Zoonotic Influenza surveillance,Has the country performed joint risk assessment?,Yes,12,57
South Africa,Zoonotic Influenza surveillance,"If yes, when",2023,12,58
South Africa,Zoonotic Influenza surveillance,"Has the country held an IHR (International Health
Regulations) / PVS (Performance of Veterinary Services) national bridging workshop for influenza?",Yes,12,17
South Sudan,Population and Economy,Population,11483374,1,1
South Sudan,Population and Economy,Total Health Expenditure,5.86,1,2
South Sudan,Population and Economy,Life expectancy,56,1,3
South Sudan,Mortality per 100 000 population,All cause/all ages,1426.8,2,4
South Sudan,Mortality per 1000 live births,All cause/under 5 years,98.8,3,5
South Sudan,Influenza like Illness (ILI) Surveillance,Type of ILI surveillance,Sentinel,4,6
South Sudan,Influenza like Illness (ILI) Surveillance,Surveillance case definition used for ILI case ascertainment.,IDSR 3rd Edition,4,7
South Sudan,Influenza like Illness (ILI) Surveillance,Is laboratory confirmation sought for ILI sentinel surveillance,Yes,4,8
South Sudan,Influenza like Illness (ILI) Surveillance,Numbers of ILI sentinel surveillance sites,6,4,9
South Sudan,Severe acute respiratory infection (SARI) surveillance,Type of SARI surveillance,Sentinel,5,10
South Sudan,Severe acute respiratory infection (SARI) surveillance,Sentinel sites involved in SARI surveillance.,Hospital,5,11
South Sudan,Severe acute respiratory infection (SARI) surveillance,Surveillance case definition used for SARI case ascertainment.,WHO 2014,5,12
South Sudan,Severe acute respiratory infection (SARI) surveillance,Is laboratory confirmation sought for SARI sentinel surveillance,Yes,5,13
South Sudan,Severe acute respiratory infection (SARI) surveillance,Number of SARI sentinel surveillance sites,6,5,14
South Sudan,Severe acute respiratory infection (SARI) surveillance,Is there timely all-cause mortality data available in the country?,No,5,15
South Sudan,Virological surveillance,Does the National Influenza reference laboratory have:,No,6,64
South Sudan,Virological surveillance,Type of virological surveillance,Sentinel,6,16
South Sudan,Virological surveillance,Average number of virological samples processed per week (2024),51,6,32
South Sudan,Virological surveillance,Does the country have RT-PCR capacity?,Yes,6,18
South Sudan,Virological surveillance,Does the country have genomic sequencing capacity?,No,6,19
South Sudan,Virological surveillance,Does the country test for other respiratory viruses?,Yes,6,20
South Sudan,Virological surveillance,Does the country have a designated National Influenza Centre (NIC),No,6,21
South Sudan,Virological surveillance,Does the country have a designated National Influenza reference laboratory?,Yes,6,22
South Sudan,Virological surveillance,Does the laboratory participate in the External Quality Assurance Panel (EQAP)?,Yes,6,23
South Sudan,Virological surveillance,RT-PCR,Yes,6,24
South Sudan,Virological surveillance,Virus Isolation capacity,No,6,25
South Sudan,Virological surveillance,Antiviral susceptibility testing capability,No,6,65
South Sudan,Virological surveillance,Sequencing capacity,No,6,66
South Sudan,Virological surveillance,Does the country forward samples to a WHO CC?,No,6,28
South Sudan,Data reporting & use,Are epidemiological and virological sentinel surveillance datasets integrated?,No,8,34
South Sudan,Data reporting & use,Does the country report to the FluID?,No,8,31
South Sudan,Data reporting & use,Reporting consistency (2023-2024),1,8,61
South Sudan,Data reporting & use,Does the country report to the FluNet?,Yes,8,33
South Sudan,Data reporting & use,Does the country use the PISA tool to assess the severity of seasonal influenza?,No,8,35
South Sudan,Data reporting & use,Has the country performed a burden of disease analysis?,No,8,36
South Sudan,Data reporting & use,What year was it performed?,No,8,37
South Sudan,Data reporting & use,What was the estimated burden?,No,8,38
South Sudan,Data reporting & use,Was it published? If yes provide link,No,8,39
South Sudan,Vaccination,Does the country have a formal seasonal influenza vaccination policy?,No,9,40
South Sudan,Vaccination,Has seasonal influenza vaccine been introduced in the public sector? Year introduced;,No,9,41
South Sudan,Vaccination,Has seasonal influenza vaccine been introduced in the private sector?,No,9,42
South Sudan,Vaccination,What are the recommended risk groups for influenza vaccine?,N/a,9,43
South Sudan,Vaccination,Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?,N/a,9,44
South Sudan,Pandemic preparedness and response,Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?,Yes,10,45
South Sudan,Pandemic preparedness and response,Year plan Last updated,2024,10,46
South Sudan,Pandemic preparedness and response,Does the country have another pandemic preparedness plan available?,No response,10,47
South Sudan,Pandemic preparedness and response,Influenza specific,No response,10,48
South Sudan,Pandemic preparedness and response,COVID-19 specific,No response,10,49
South Sudan,Pandemic preparedness and response,All Hazards,No response,10,50
South Sudan,Pandemic preparedness and response,Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?,No,10,51
South Sudan,Pandemic preparedness and response,Year simulation conducted,No,10,52
South Sudan,Pandemic preparedness and response,Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine,No,10,53
South Sudan,Integration of Influenza surveillance and SARS-CoV-2,Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?,Yes,11,54
South Sudan,Integration of Influenza surveillance and SARS-CoV-2,Does the country report SARS-CoV-2 results to the Flu Net?,Yes,11,26
South Sudan,Zoonotic Influenza surveillance,Does the country perform surveillance activities at the human-animal interface?,No,12,56
South Sudan,Zoonotic Influenza surveillance,Has the country performed joint risk assessment?,Yes,12,57
South Sudan,Zoonotic Influenza surveillance,"If yes, when",2021,12,58
South Sudan,Zoonotic Influenza surveillance,"Has the country held an IHR (International Health
Regulations) / PVS (Performance of Veterinary Services) national bridging workshop for influenza?",No,12,17
Togo,Population and Economy,Population,9304337,1,1
Togo,Population and Economy,Total Health Expenditure,5.56,1,2
Togo,Population and Economy,Life expectancy,62,1,3
Togo,Mortality per 100 000 population,All cause/all ages,1182,2,4
Togo,Mortality per 1000 live births,All cause/under 5 years,60.4,3,5
Togo,Influenza like Illness (ILI) Surveillance,Type of ILI surveillance,Sentinel,4,6
Togo,Influenza like Illness (ILI) Surveillance,Surveillance case definition used for ILI case ascertainment.,IDSR 3rd Edition,4,7
Togo,Influenza like Illness (ILI) Surveillance,Is laboratory confirmation sought for ILI sentinel surveillance,Yes,4,8
Togo,Influenza like Illness (ILI) Surveillance,Numbers of ILI sentinel surveillance sites,3,4,9
Togo,Severe acute respiratory infection (SARI) surveillance,Type of SARI surveillance,Sentinel,5,10
Togo,Severe acute respiratory infection (SARI) surveillance,Sentinel sites involved in SARI surveillance.,Hospital,5,11
Togo,Severe acute respiratory infection (SARI) surveillance,Surveillance case definition used for SARI case ascertainment.,IDSR 3rd Edition,5,12
Togo,Severe acute respiratory infection (SARI) surveillance,Is laboratory confirmation sought for SARI sentinel surveillance,Yes,5,13
