"country","category","indicator","response"
"Sao Tome and Principe","Vaccination","Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?","No response"
"Sao Tome and Principe","Pandemic preparedness and response","All Hazardzs","No response"
"Sao Tome and Principe","Pandemic preparedness and response","COVID-19 specific","No response"
"Sao Tome and Principe","Pandemic preparedness and response","Does the country have another pandemic preparedness plan available?","No response"
"Sao Tome and Principe","Pandemic preparedness and response","Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine","N/A"
"Sao Tome and Principe","Pandemic preparedness and response","Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?","In progress"
"Sao Tome and Principe","Pandemic preparedness and response","Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?","No"
"Sao Tome and Principe","Pandemic preparedness and response","Influenza specific","No response"
"Sao Tome and Principe","Pandemic preparedness and response","Year plan Last updated","Draft (2024)"
"Sao Tome and Principe","Pandemic preparedness and response","Year simulation conducted","No"
"Sao Tome and Principe","Integration of Influenza surveillance and SARS-CoV-2","Does the country report SARS-CoV-2 results to the Flu Net?","No"
"Sao Tome and Principe","Integration of Influenza surveillance and SARS-CoV-2","Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?","No"
"Sao Tome and Principe","Zoonotic Influenza surveillance","Does the country perform surveillance activities at the human-animal interface?","Yes"
"Sao Tome and Principe","Zoonotic Influenza surveillance","Has the country held an IHR (International Health Regulations) Review?","No"
"Sao Tome and Principe","Zoonotic Influenza surveillance","Has the country performed joint risk assessment?","No"
"Sao Tome and Principe","Zoonotic Influenza surveillance","If yes, when","No"
"Senegal","Population and Economy","Life expectancy","68"
"Senegal","Population and Economy","Population","18077573"
"Senegal","Population and Economy","Total Health Expenditure","4.35"
"Senegal","Mortality per 100 000 population","All cause/all ages","1025.5"
"Senegal","Mortality per 1000 live births","All cause/under 5 years","37"
"Senegal","Influenza like Illness (ILI) Surveillance","Is laboratory confirmation sought for ILI sentinel surveillance","Yes"
"Senegal","Influenza like Illness (ILI) Surveillance","Numbers of ILI sentinel surveillance sites","28"
"Senegal","Influenza like Illness (ILI) Surveillance","Surveillance case definition used for ILI case ascertainment.","WHO 2014"
"Senegal","Influenza like Illness (ILI) Surveillance","Type of ILI surveillance","Sentinel"
"Senegal","Severe acute respiratory infection (SARI) surveillance","Is laboratory confirmation sought for SARI sentinel surveillance","Yes"
"Senegal","Severe acute respiratory infection (SARI) surveillance","Is there timely all-cause mortality data available in the country?","Yes"
"Senegal","Severe acute respiratory infection (SARI) surveillance","Number of SARI sentinel surveillance sites","7"
"Senegal","Severe acute respiratory infection (SARI) surveillance","Sentinel sites involved in SARI surveillance.","Hospital"
"Senegal","Severe acute respiratory infection (SARI) surveillance","Surveillance case definition used for SARI case ascertainment.","WHO 2014"
"Senegal","Severe acute respiratory infection (SARI) surveillance","Type of SARI surveillance","Sentinel"
"Senegal","Virological surveillance","Antiviral susceptibility testing capability","Yes"
"Senegal","Virological surveillance","Average number of virological samples processed per week (2024)","113"
"Senegal","Virological surveillance","Does the country forward samples to a WHO CC?","Yes"
"Senegal","Virological surveillance","Does the country have a designated National Influenza reference laboratory?","Yes"
"Senegal","Virological surveillance","Does the country have a WHO recognized National Influenza Centre (NIC)?","Yes"
"Senegal","Virological surveillance","Does the country have genomic sequencing capacity?","Yes"
"Senegal","Virological surveillance","Does the country have RT-PCR capacity?","Yes"
"Senegal","Virological surveillance","Does the country test for other respiratory viruses?","Yes"
"Senegal","Virological surveillance","Does the laboratory participate in the External Quality Assurance Panel (EQAP)?","Yes"
"Senegal","Virological surveillance","RT-PCR","Yes"
"Senegal","Virological surveillance","Sequencing capacity","Yes"
"Senegal","Virological surveillance","Type of virological surveillance","Sentinel"
"Senegal","Virological surveillance","Virus Isolation capacity","Yes"
"Senegal","Data reporting & use","Are epidemiological and virological sentinel surveillance datasets integrated?","Yes"
"Senegal","Data reporting & use","Does the country report to the FluID?","Yes"
"Senegal","Data reporting & use","Does the country report to the FluNet?","Yes"
"Senegal","Data reporting & use","Does the country use the PISA tool to assess the severity of seasonal influenza?","No"
"Senegal","Data reporting & use","Has the country performed a burden of disease analysis?","In progress"
"Senegal","Data reporting & use","Reporting consistency (2023-2024)","1"
"Senegal","Data reporting & use","Was it published? If yes provide link","No"
"Senegal","Data reporting & use","What was the estimated burden?","No"
"Senegal","Data reporting & use","What year was it performed?","No"
"Senegal","Vaccination","Does the country have a formal seasonal influenza vaccination policy?","No"
"Senegal","Vaccination","Has seasonal influenza vaccine been introduced in the private sector?","No response"
"Senegal","Vaccination","Has seasonal influenza vaccine been introduced in the public sector? Year introduced;","No response"
"Senegal","Vaccination","What are the recommended risk groups for influenza vaccine?","No response"
"Senegal","Vaccination","Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?","No response"
"Senegal","Pandemic preparedness and response","All Hazardzs","No response"
"Senegal","Pandemic preparedness and response","COVID-19 specific","No response"
"Senegal","Pandemic preparedness and response","Does the country have another pandemic preparedness plan available?","Yes"
"Senegal","Pandemic preparedness and response","Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine","No"
"Senegal","Pandemic preparedness and response","Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?","No"
"Senegal","Pandemic preparedness and response","Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?","No response"
"Senegal","Pandemic preparedness and response","Influenza specific","Yes 2010"
"Senegal","Pandemic preparedness and response","Year plan Last updated","N/a"
"Senegal","Pandemic preparedness and response","Year simulation conducted","No response"
"Senegal","Integration of Influenza surveillance and SARS-CoV-2","Does the country report SARS-CoV-2 results to the Flu Net?","Yes"
"Senegal","Integration of Influenza surveillance and SARS-CoV-2","Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?","Yes"
"Senegal","Zoonotic Influenza surveillance","Does the country perform surveillance activities at the human-animal interface?","Yes"
"Senegal","Zoonotic Influenza surveillance","Has the country held an IHR (International Health Regulations) Review?","Yes"
"Senegal","Zoonotic Influenza surveillance","Has the country performed joint risk assessment?","Yes"
"Senegal","Zoonotic Influenza surveillance","If yes, when","2021"
"Seychelles","Population and Economy","Life expectancy","74"
"Seychelles","Population and Economy","Population","119773"
"Seychelles","Population and Economy","Total Health Expenditure","5.26"
"Seychelles","Mortality per 100 000 population","All cause/all ages","711.2"
"Seychelles","Mortality per 1000 live births","All cause/under 5 years","14.5"
"Seychelles","Influenza like Illness (ILI) Surveillance","Is laboratory confirmation sought for ILI sentinel surveillance","Yes"
"Seychelles","Influenza like Illness (ILI) Surveillance","Numbers of ILI sentinel surveillance sites","6"
"Seychelles","Influenza like Illness (ILI) Surveillance","Surveillance case definition used for ILI case ascertainment.","IDSR 3rd Edition"
"Seychelles","Influenza like Illness (ILI) Surveillance","Type of ILI surveillance","Sentinel"
"Seychelles","Severe acute respiratory infection (SARI) surveillance","Is laboratory confirmation sought for SARI sentinel surveillance","No"
"Seychelles","Severe acute respiratory infection (SARI) surveillance","Is there timely all-cause mortality data available in the country?","No response"
"Seychelles","Severe acute respiratory infection (SARI) surveillance","Number of SARI sentinel surveillance sites","1"
"Seychelles","Severe acute respiratory infection (SARI) surveillance","Sentinel sites involved in SARI surveillance.","Hospital"
"Seychelles","Severe acute respiratory infection (SARI) surveillance","Surveillance case definition used for SARI case ascertainment.","IDSR 3rd Edition"
"Seychelles","Severe acute respiratory infection (SARI) surveillance","Type of SARI surveillance","Sentinel"
"Seychelles","Virological surveillance","Antiviral susceptibility testing capability","No"
"Seychelles","Virological surveillance","Does the country forward samples to a WHO CC?","No"
"Seychelles","Virological surveillance","Does the country have a designated National Influenza reference laboratory?","Yes"
"Seychelles","Virological surveillance","Does the country have a WHO recognized National Influenza Centre (NIC)?","No"
"Seychelles","Virological surveillance","Does the country have RT-PCR capacity?","Yes"
"Seychelles","Virological surveillance","Does the country test for other respiratory viruses?","Yes"
"Seychelles","Virological surveillance","Does the laboratory participate in the External Quality Assurance Panel (EQAP)?","Yes"
"Seychelles","Virological surveillance","RT-PCR","Yes"
"Seychelles","Virological surveillance","Sequencing capacity","No"
"Seychelles","Virological surveillance","Type of virological surveillance","Sentinel"
"Seychelles","Virological surveillance","Virus Isolation capacity","No"
"Seychelles","Data reporting & use","Are epidemiological and virological sentinel surveillance datasets integrated?","No"
"Seychelles","Data reporting & use","Does the country report to the FluID?","No"
"Seychelles","Data reporting & use","Does the country report to the FluNet?","Yes"
"Seychelles","Data reporting & use","Does the country use the PISA tool to assess the severity of seasonal influenza?","No"
"Seychelles","Data reporting & use","Has the country performed a burden of disease analysis?","N/A"
"Seychelles","Data reporting & use","Reporting consistency (2023-2024)","1"
"Seychelles","Data reporting & use","Was it published? If yes provide link","N/A"
"Seychelles","Data reporting & use","What was the estimated burden?","N/A"
"Seychelles","Data reporting & use","What year was it performed?","N/A"
"Seychelles","Vaccination","Does the country have a formal seasonal influenza vaccination policy?","No"
"Seychelles","Vaccination","Has seasonal influenza vaccine been introduced in the private sector?","No response"
"Seychelles","Vaccination","Has seasonal influenza vaccine been introduced in the public sector? Year introduced;","No response"
"Seychelles","Vaccination","What are the recommended risk groups for influenza vaccine?","No response"
"Seychelles","Vaccination","Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?","No response"
"Seychelles","Pandemic preparedness and response","All Hazardzs","No response"
"Seychelles","Pandemic preparedness and response","COVID-19 specific","No response"
"Seychelles","Pandemic preparedness and response","Does the country have another pandemic preparedness plan available?","No response"
"Seychelles","Pandemic preparedness and response","Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine","No"
"Seychelles","Pandemic preparedness and response","Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?","No"
"Seychelles","Pandemic preparedness and response","Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?","No"
"Seychelles","Pandemic preparedness and response","Influenza specific","No response"
"Seychelles","Pandemic preparedness and response","Year plan Last updated","N/A"
"Seychelles","Pandemic preparedness and response","Year simulation conducted","No"
"Seychelles","Integration of Influenza surveillance and SARS-CoV-2","Does the country report SARS-CoV-2 results to the Flu Net?","No"
"Seychelles","Integration of Influenza surveillance and SARS-CoV-2","Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?","Yes"
"Seychelles","Zoonotic Influenza surveillance","Does the country perform surveillance activities at the human-animal interface?","Yes"
"Seychelles","Zoonotic Influenza surveillance","Has the country held an IHR (International Health Regulations) Review?","No"
"Seychelles","Zoonotic Influenza surveillance","Has the country performed joint risk assessment?","No"
"Seychelles","Zoonotic Influenza surveillance","If yes, when","No"
"Sierra Leone","Population and Economy","Life expectancy","60"
"Sierra Leone","Population and Economy","Population","8460512"
"Sierra Leone","Population and Economy","Total Health Expenditure","8.55"
"Sierra Leone","Mortality per 100 000 population","All cause/all ages","1214.5"
"Sierra Leone","Mortality per 1000 live births","All cause/under 5 years","100.8"
"Sierra Leone","Influenza like Illness (ILI) Surveillance","Is laboratory confirmation sought for ILI sentinel surveillance","Yes"
"Sierra Leone","Influenza like Illness (ILI) Surveillance","Numbers of ILI sentinel surveillance sites","10"
"Sierra Leone","Influenza like Illness (ILI) Surveillance","Surveillance case definition used for ILI case ascertainment.","IDSR 3rd Edition"
"Sierra Leone","Influenza like Illness (ILI) Surveillance","Type of ILI surveillance","Sentinel"
"Sierra Leone","Severe acute respiratory infection (SARI) surveillance","Is laboratory confirmation sought for SARI sentinel surveillance","No"
"Sierra Leone","Severe acute respiratory infection (SARI) surveillance","Is there timely all-cause mortality data available in the country?","Yes"
"Sierra Leone","Severe acute respiratory infection (SARI) surveillance","Number of SARI sentinel surveillance sites","9"
"Sierra Leone","Severe acute respiratory infection (SARI) surveillance","Sentinel sites involved in SARI surveillance.","Hospital"
"Sierra Leone","Severe acute respiratory infection (SARI) surveillance","Surveillance case definition used for SARI case ascertainment.","IDSR 3rd Edition"
"Sierra Leone","Severe acute respiratory infection (SARI) surveillance","Type of SARI surveillance","Sentinel"
"Sierra Leone","Virological surveillance","Antiviral susceptibility testing capability","No"
"Sierra Leone","Virological surveillance","Average number of virological samples processed per week (2024)","5"
"Sierra Leone","Virological surveillance","Does the country forward samples to a WHO CC?","No"
"Sierra Leone","Virological surveillance","Does the country have a designated National Influenza reference laboratory?","Yes"
"Sierra Leone","Virological surveillance","Does the country have a WHO recognized National Influenza Centre (NIC)?","No"
"Sierra Leone","Virological surveillance","Does the country have genomic sequencing capacity?","Yes"
"Sierra Leone","Virological surveillance","Does the country have RT-PCR capacity?","Yes"
"Sierra Leone","Virological surveillance","Does the country test for other respiratory viruses?","Yes"
"Sierra Leone","Virological surveillance","Does the laboratory participate in the External Quality Assurance Panel (EQAP)?","Yes"
"Sierra Leone","Virological surveillance","RT-PCR","Yes"
"Sierra Leone","Virological surveillance","Sequencing capacity","No"
"Sierra Leone","Virological surveillance","Type of virological surveillance","Sentinel"
"Sierra Leone","Virological surveillance","Virus Isolation capacity","No"
"Sierra Leone","Data reporting & use","Are epidemiological and virological sentinel surveillance datasets integrated?","No"
"Sierra Leone","Data reporting & use","Does the country report to the FluID?","No"
"Sierra Leone","Data reporting & use","Does the country report to the FluNet?","Yes"
"Sierra Leone","Data reporting & use","Does the country use the PISA tool to assess the severity of seasonal influenza?","No"
"Sierra Leone","Data reporting & use","Has the country performed a burden of disease analysis?","No"
"Sierra Leone","Data reporting & use","Reporting consistency (2023-2024)","0.99"
"Sierra Leone","Data reporting & use","Was it published? If yes provide link","No"
"Sierra Leone","Data reporting & use","What was the estimated burden?","No"
"Sierra Leone","Data reporting & use","What year was it performed?","No"
"Sierra Leone","Vaccination","Does the country have a formal seasonal influenza vaccination policy?","No"
"Sierra Leone","Vaccination","Has seasonal influenza vaccine been introduced in the private sector?","No response"
"Sierra Leone","Vaccination","Has seasonal influenza vaccine been introduced in the public sector? Year introduced;","No"
"Sierra Leone","Vaccination","What are the recommended risk groups for influenza vaccine?","No response"
"Sierra Leone","Vaccination","Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?","No response"
"Sierra Leone","Pandemic preparedness and response","All Hazardzs","Yes 2019"
"Sierra Leone","Pandemic preparedness and response","COVID-19 specific","Yes 2020"
"Sierra Leone","Pandemic preparedness and response","Does the country have another pandemic preparedness plan available?","Yes"
"Sierra Leone","Pandemic preparedness and response","Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine","No"
"Sierra Leone","Pandemic preparedness and response","Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?","No"
"Sierra Leone","Pandemic preparedness and response","Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?","No"
"Sierra Leone","Pandemic preparedness and response","Influenza specific","Yes 2019"
"Sierra Leone","Pandemic preparedness and response","Year plan Last updated","No"
"Sierra Leone","Pandemic preparedness and response","Year simulation conducted","No"
"Sierra Leone","Integration of Influenza surveillance and SARS-CoV-2","Does the country report SARS-CoV-2 results to the Flu Net?","Yes"
"Sierra Leone","Integration of Influenza surveillance and SARS-CoV-2","Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?","Yes"
"Sierra Leone","Zoonotic Influenza surveillance","Does the country perform surveillance activities at the human-animal interface?","Yes"
"Sierra Leone","Zoonotic Influenza surveillance","Has the country held an IHR (International Health Regulations) Review?","Yes"
"Sierra Leone","Zoonotic Influenza surveillance","Has the country performed joint risk assessment?","Yes"
"Sierra Leone","Zoonotic Influenza surveillance","If yes, when","2021"
"South Africa","Population and Economy","Life expectancy","61"
"South Africa","Population and Economy","Population","63212384"
"South Africa","Population and Economy","Total Health Expenditure","8.27"
"South Africa","Mortality per 100 000 population","All cause/all ages","1441.7"
"South Africa","Mortality per 1000 live births","All cause/under 5 years","34.5"
"South Africa","Influenza like Illness (ILI) Surveillance","Is laboratory confirmation sought for ILI sentinel surveillance","Yes"
"South Africa","Influenza like Illness (ILI) Surveillance","Numbers of ILI sentinel surveillance sites","6"
"South Africa","Influenza like Illness (ILI) Surveillance","Surveillance case definition used for ILI case ascertainment.","WHO 2014"
"South Africa","Influenza like Illness (ILI) Surveillance","Type of ILI surveillance","Sentinel"
"South Africa","Severe acute respiratory infection (SARI) surveillance","Is laboratory confirmation sought for SARI sentinel surveillance","Yes"
"South Africa","Severe acute respiratory infection (SARI) surveillance","Is there timely all-cause mortality data available in the country?","Yes"
"South Africa","Severe acute respiratory infection (SARI) surveillance","Number of SARI sentinel surveillance sites","15"
"South Africa","Severe acute respiratory infection (SARI) surveillance","Sentinel sites involved in SARI surveillance.","Hospital"
"South Africa","Severe acute respiratory infection (SARI) surveillance","Surveillance case definition used for SARI case ascertainment.","WHO 2014"
"South Africa","Severe acute respiratory infection (SARI) surveillance","Type of SARI surveillance","Sentinel"
"South Africa","Virological surveillance","Antiviral susceptibility testing capability","Yes"
"South Africa","Virological surveillance","Average number of virological samples processed per week (2024)","148"
"South Africa","Virological surveillance","Does the country have a designated National Influenza reference laboratory?","Yes"
"South Africa","Virological surveillance","Does the country have a WHO recognized National Influenza Centre (NIC)?","Yes"
"South Africa","Virological surveillance","Does the country have genomic sequencing capacity?","Yes"
"South Africa","Virological surveillance","Does the country have RT-PCR capacity?","Yes"
"South Africa","Virological surveillance","Does the country share virus isolate and clinical specimens with WHO CC","Yes"
"South Africa","Virological surveillance","Does the country test for other respiratory viruses?","Yes"
"South Africa","Virological surveillance","Does the laboratory participate in the External Quality Assurance Panel (EQAP)?","Yes"
"South Africa","Virological surveillance","RT-PCR","Yes"
"South Africa","Virological surveillance","Sequencing capacity","Yes"
"South Africa","Virological surveillance","Type of virological surveillance","Sentinel"
"South Africa","Virological surveillance","Virus Isolation capacity","Yes"
"South Africa","Data reporting & use","Are epidemiological and virological sentinel surveillance datasets integrated?","Yes"
"South Africa","Data reporting & use","Does the country report to the FluID?","Yes"
"South Africa","Data reporting & use","Does the country report to the FluNet?","Yes"
"South Africa","Data reporting & use","Does the country use the PISA tool to assess the severity of seasonal influenza?","Yes"
"South Africa","Data reporting & use","Has the country performed a burden of disease analysis?","Yes"
"South Africa","Data reporting & use","Reporting consistency (2023-2024)","1"
"South Africa","Data reporting & use","Was it published? If yes provide link","https://pmc.ncbi.nlm.nih.gov/articles/PMC6692552/
https://www.sciencedirect.com/science/article/abs/pii/S0264410X20305399"
"South Africa","Vaccination","Does the country have a formal seasonal influenza vaccination policy?","Yes"
"South Africa","Vaccination","Has seasonal influenza vaccine been introduced in the private sector?","Yes"
"South Africa","Vaccination","Has seasonal influenza vaccine been introduced in the public sector? Year introduced;","Yes"
"South Africa","Vaccination","What are the recommended risk groups for influenza vaccine?","HCW
People with chronic conditions
Older adults
Pregnant woman"
"South Africa","Vaccination","Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?","Southern Hemisphere"
"South Africa","Pandemic preparedness and response","COVID-19 specific","Yes"
"South Africa","Pandemic preparedness and response","Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine","No"
"South Africa","Pandemic preparedness and response","Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?","Yes"
"South Africa","Pandemic preparedness and response","Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?","Yes"
"South Africa","Pandemic preparedness and response","Influenza specific","Yes"
"South Africa","Pandemic preparedness and response","Year plan Last updated","2024"
"South Africa","Pandemic preparedness and response","Year simulation conducted","2024"
"South Africa","Integration of Influenza surveillance and SARS-CoV-2","Does the country report SARS-CoV-2 results to the Flu Net?","Yes"
"South Africa","Integration of Influenza surveillance and SARS-CoV-2","Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?","Yes"
"South Africa","Zoonotic Influenza surveillance","Does the country perform surveillance activities at the human-animal interface?","Yes"
"South Africa","Zoonotic Influenza surveillance","Has the country held an IHR (International Health Regulations) Review?","Yes"
"South Africa","Zoonotic Influenza surveillance","Has the country performed joint risk assessment?","Yes"
"South Africa","Zoonotic Influenza surveillance","If yes, when","2023"
"South Sudan","Population and Economy","Life expectancy","56"
"South Sudan","Population and Economy","Population","11483374"
"South Sudan","Population and Economy","Total Health Expenditure","5.86"
"South Sudan","Mortality per 100 000 population","All cause/all ages","1426.8"
"South Sudan","Mortality per 1000 live births","All cause/under 5 years","98.8"
"South Sudan","Influenza like Illness (ILI) Surveillance","Is laboratory confirmation sought for ILI sentinel surveillance","Yes"
"South Sudan","Influenza like Illness (ILI) Surveillance","Numbers of ILI sentinel surveillance sites","6"
"South Sudan","Influenza like Illness (ILI) Surveillance","Surveillance case definition used for ILI case ascertainment.","IDSR 3rd Edition"
"South Sudan","Influenza like Illness (ILI) Surveillance","Type of ILI surveillance","Sentinel"
"South Sudan","Severe acute respiratory infection (SARI) surveillance","Is laboratory confirmation sought for SARI sentinel surveillance","Yes"
"South Sudan","Severe acute respiratory infection (SARI) surveillance","Is there timely all-cause mortality data available in the country?","No"
"South Sudan","Severe acute respiratory infection (SARI) surveillance","Number of SARI sentinel surveillance sites","6"
"South Sudan","Severe acute respiratory infection (SARI) surveillance","Sentinel sites involved in SARI surveillance.","Hospital"
"South Sudan","Severe acute respiratory infection (SARI) surveillance","Surveillance case definition used for SARI case ascertainment.","WHO 2014"
"South Sudan","Severe acute respiratory infection (SARI) surveillance","Type of SARI surveillance","Sentinel"
"South Sudan","Virological surveillance","Antiviral susceptibility testing capability","No"
"South Sudan","Virological surveillance","Average number of virological samples processed per week (2024)","51"
"South Sudan","Virological surveillance","Does the country forward samples to a WHO CC?","No"
"South Sudan","Virological surveillance","Does the country have a designated National Influenza reference laboratory?","Yes"
"South Sudan","Virological surveillance","Does the country have a WHO recognized National Influenza Centre (NIC)?","No"
"South Sudan","Virological surveillance","Does the country have genomic sequencing capacity?","No"
"South Sudan","Virological surveillance","Does the country have RT-PCR capacity?","Yes"
"South Sudan","Virological surveillance","Does the country test for other respiratory viruses?","Yes"
"South Sudan","Virological surveillance","Does the laboratory participate in the External Quality Assurance Panel (EQAP)?","Yes"
"South Sudan","Virological surveillance","Does the National Influenza reference laboratory have:","No"
"South Sudan","Virological surveillance","RT-PCR","Yes"
"South Sudan","Virological surveillance","Sequencing capacity","No"
"South Sudan","Virological surveillance","Type of virological surveillance","Sentinel"
"South Sudan","Virological surveillance","Virus Isolation capacity","No"
"South Sudan","Data reporting & use","Are epidemiological and virological sentinel surveillance datasets integrated?","No"
"South Sudan","Data reporting & use","Does the country report to the FluID?","No"
"South Sudan","Data reporting & use","Does the country report to the FluNet?","Yes"
"South Sudan","Data reporting & use","Does the country use the PISA tool to assess the severity of seasonal influenza?","No"
"South Sudan","Data reporting & use","Has the country performed a burden of disease analysis?","No"
"South Sudan","Data reporting & use","Reporting consistency (2023-2024)","1"
"South Sudan","Data reporting & use","Was it published? If yes provide link","No"
"South Sudan","Data reporting & use","What was the estimated burden?","No"
"South Sudan","Data reporting & use","What year was it performed?","No"
"South Sudan","Vaccination","Does the country have a formal seasonal influenza vaccination policy?","No"
"South Sudan","Vaccination","Has seasonal influenza vaccine been introduced in the private sector?","No"
"South Sudan","Vaccination","Has seasonal influenza vaccine been introduced in the public sector? Year introduced;","No"
"South Sudan","Vaccination","What are the recommended risk groups for influenza vaccine?","N/a"
"South Sudan","Vaccination","Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?","N/a"
"South Sudan","Pandemic preparedness and response","All Hazardzs","No response"
"South Sudan","Pandemic preparedness and response","COVID-19 specific","No response"
"South Sudan","Pandemic preparedness and response","Does the country have another pandemic preparedness plan available?","No response"
"South Sudan","Pandemic preparedness and response","Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine","No"
"South Sudan","Pandemic preparedness and response","Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?","Yes"
"South Sudan","Pandemic preparedness and response","Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?","No"
"South Sudan","Pandemic preparedness and response","Influenza specific","No response"
"South Sudan","Pandemic preparedness and response","Year plan Last updated","2024"
"South Sudan","Pandemic preparedness and response","Year simulation conducted","No"
"South Sudan","Integration of Influenza surveillance and SARS-CoV-2","Does the country report SARS-CoV-2 results to the Flu Net?","Yes"
"South Sudan","Integration of Influenza surveillance and SARS-CoV-2","Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?","Yes"
"South Sudan","Zoonotic Influenza surveillance","Does the country perform surveillance activities at the human-animal interface?","No"
"South Sudan","Zoonotic Influenza surveillance","Has the country held an IHR (International Health Regulations) Review?","No"
"South Sudan","Zoonotic Influenza surveillance","Has the country performed joint risk assessment?","Yes"
"South Sudan","Zoonotic Influenza surveillance","If yes, when","2021"
"Togo","Population and Economy","Life expectancy","62"
"Togo","Population and Economy","Population","9304337"
"Togo","Population and Economy","Total Health Expenditure","5.56"
"Togo","Mortality per 100 000 population","All cause/all ages","1182"
"Togo","Mortality per 1000 live births","All cause/under 5 years","60.4"
"Togo","Influenza like Illness (ILI) Surveillance","Is laboratory confirmation sought for ILI sentinel surveillance","Yes"
"Togo","Influenza like Illness (ILI) Surveillance","Numbers of ILI sentinel surveillance sites","3"
"Togo","Influenza like Illness (ILI) Surveillance","Surveillance case definition used for ILI case ascertainment.","IDSR 3rd Edition"
"Togo","Influenza like Illness (ILI) Surveillance","Type of ILI surveillance","Sentinel"
"Togo","Severe acute respiratory infection (SARI) surveillance","Is laboratory confirmation sought for SARI sentinel surveillance","Yes"
"Togo","Severe acute respiratory infection (SARI) surveillance","Is there timely all-cause mortality data available in the country?","No response"
"Togo","Severe acute respiratory infection (SARI) surveillance","Number of SARI sentinel surveillance sites","5"
"Togo","Severe acute respiratory infection (SARI) surveillance","Sentinel sites involved in SARI surveillance.","Hospital"
"Togo","Severe acute respiratory infection (SARI) surveillance","Surveillance case definition used for SARI case ascertainment.","IDSR 3rd Edition"
"Togo","Severe acute respiratory infection (SARI) surveillance","Type of SARI surveillance","Sentinel"
"Togo","Virological surveillance","Antiviral susceptibility testing capability","No"
"Togo","Virological surveillance","Average number of virological samples processed per week (2024)","33"
"Togo","Virological surveillance","Does the country forward samples to a WHO CC?","Yes"
"Togo","Virological surveillance","Does the country have a designated National Influenza reference laboratory?","Yes"
"Togo","Virological surveillance","Does the country have a WHO recognized National Influenza Centre (NIC)?","Yes"
"Togo","Virological surveillance","Does the country have genomic sequencing capacity?","Yes"
"Togo","Virological surveillance","Does the country have RT-PCR capacity?","Yes"
"Togo","Virological surveillance","Does the country test for other respiratory viruses?","Yes"
"Togo","Virological surveillance","Does the laboratory participate in the External Quality Assurance Panel (EQAP)?","Yes"
"Togo","Virological surveillance","RT-PCR","Yes"
"Togo","Virological surveillance","Sequencing capacity","Yes"
"Togo","Virological surveillance","Type of virological surveillance","Sentinel"
"Togo","Virological surveillance","Virus Isolation capacity","Yes"
"Togo","Data reporting & use","Are epidemiological and virological sentinel surveillance datasets integrated?","Yes"
"Togo","Data reporting & use","Does the country report to the FluID?","Yes"
"Togo","Data reporting & use","Does the country report to the FluNet?","Yes"
"Togo","Data reporting & use","Does the country use the PISA tool to assess the severity of seasonal influenza?","No"
"Togo","Data reporting & use","Has the country performed a burden of disease analysis?","In progress"
"Togo","Data reporting & use","Reporting consistency (2023-2024)","1"
"Togo","Data reporting & use","Was it published? If yes provide link","N/A"
"Togo","Data reporting & use","What was the estimated burden?","N/A"
"Togo","Data reporting & use","What year was it performed?","No"
"Togo","Vaccination","Does the country have a formal seasonal influenza vaccination policy?","No"
"Togo","Vaccination","Has seasonal influenza vaccine been introduced in the private sector?","No response"
"Togo","Vaccination","Has seasonal influenza vaccine been introduced in the public sector? Year introduced;","No response"
"Togo","Vaccination","What are the recommended risk groups for influenza vaccine?","No response"
"Togo","Vaccination","Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?","No response"
"Togo","Pandemic preparedness and response","All Hazardzs","No"
"Togo","Pandemic preparedness and response","COVID-19 specific","No response"
